624,Maximum Distance in Arrays,https://leetcode.com/problems/maximum-distance-in-arrays/,True,41.7%,Medium
625,Minimum Factorization,https://leetcode.com/problems/minimum-factorization/,True,33.5%,Medium
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers/,False,45.7%,Easy
629,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array/,False,42.6%,Hard
630,Course Schedule III,https://leetcode.com/problems/course-schedule-iii/,False,40.2%,Hard
631,Design Excel Sum Formula,https://leetcode.com/problems/design-excel-sum-formula/,True,43.6%,Hard
632,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,False,61.2%,Hard
633,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers/,False,34.3%,Medium
634,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array/,True,42.1%,Medium
635,Design Log Storage System,https://leetcode.com/problems/design-log-storage-system/,True,62.4%,Medium
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions/,False,61.2%,Medium
637,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree/,False,71.7%,Easy
638,Shopping Offers,https://leetcode.com/problems/shopping-offers/,False,53.0%,Medium
639,Decode Ways II,https://leetcode.com/problems/decode-ways-ii/,False,30.4%,Hard
640,Solve the Equation,https://leetcode.com/problems/solve-the-equation/,False,43.5%,Medium
641,Design Circular Deque,https://leetcode.com/problems/design-circular-deque/,False,57.2%,Medium
642,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system/,True,48.6%,Hard
643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i/,False,43.7%,Easy
644,Maximum Average Subarray II,https://leetcode.com/problems/maximum-average-subarray-ii/,True,36.1%,Hard
645,Set Mismatch,https://leetcode.com/problems/set-mismatch/,False,42.6%,Easy
646,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain/,False,56.6%,Medium
647,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings/,False,67.1%,Medium
648,Replace Words,https://leetcode.com/problems/replace-words/,False,62.7%,Medium
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate/,False,48.0%,Medium
650,2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard/,False,53.5%,Medium
651,4 Keys Keyboard,https://leetcode.com/problems/4-keys-keyboard/,True,55.8%,Medium
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees/,False,59.0%,Medium
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,False,61.0%,Easy
654,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree/,False,84.8%,Medium
655,Print Binary Tree,https://leetcode.com/problems/print-binary-tree/,False,62.2%,Medium
656,Coin Path,https://leetcode.com/problems/coin-path/,True,31.9%,Hard
657,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin/,False,75.3%,Easy
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,False,46.8%,Medium
659,Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences/,False,50.8%,Medium
660,Remove 9,https://leetcode.com/problems/remove-9/,True,57.3%,Hard
661,Image Smoother,https://leetcode.com/problems/image-smoother/,False,55.5%,Easy
662,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree/,False,42.7%,Medium
663,Equal Tree Partition,https://leetcode.com/problems/equal-tree-partition/,True,41.4%,Medium
664,Strange Printer,https://leetcode.com/problems/strange-printer/,False,46.9%,Hard
665,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array/,False,24.3%,Medium
666,Path Sum IV,https://leetcode.com/problems/path-sum-iv/,True,59.5%,Medium
667,Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii/,False,59.8%,Medium
668,Kth Smallest Number in Multiplication Table,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,False,51.4%,Hard
669,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/,False,66.3%,Medium
670,Maximum Swap,https://leetcode.com/problems/maximum-swap/,False,47.8%,Medium
671,Second Minimum Node In a Binary Tree,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/,False,44.1%,Easy
672,Bulb Switcher II,https://leetcode.com/problems/bulb-switcher-ii/,False,50.4%,Medium
673,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,False,43.1%,Medium
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence/,False,49.4%,Easy
675,Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event/,False,34.1%,Hard
676,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary/,False,57.0%,Medium
677,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs/,False,56.8%,Medium
678,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string/,False,34.2%,Medium
679,24 Game,https://leetcode.com/problems/24-game/,False,49.2%,Hard
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii/,False,39.4%,Easy
681,Next Closest Time,https://leetcode.com/problems/next-closest-time/,True,46.4%,Medium
682,Baseball Game,https://leetcode.com/problems/baseball-game/,False,74.5%,Easy
683,K Empty Slots,https://leetcode.com/problems/k-empty-slots/,True,37.0%,Hard
684,Redundant Connection,https://leetcode.com/problems/redundant-connection/,False,62.4%,Medium
685,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii/,False,34.1%,Hard
686,Repeated String Match,https://leetcode.com/problems/repeated-string-match/,False,34.2%,Medium
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path/,False,40.5%,Medium
688,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard/,False,52.1%,Medium
689,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,False,48.9%,Hard
690,Employee Importance,https://leetcode.com/problems/employee-importance/,False,65.7%,Medium
691,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word/,False,46.4%,Hard
692,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words/,False,57.3%,Medium
693,Binary Number with Alternating Bits,https://leetcode.com/problems/binary-number-with-alternating-bits/,False,61.6%,Easy
694,Number of Distinct Islands,https://leetcode.com/problems/number-of-distinct-islands/,True,60.8%,Medium
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island/,False,71.8%,Medium
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings/,False,65.4%,Easy
697,Degree of an Array,https://leetcode.com/problems/degree-of-an-array/,False,56.0%,Easy
698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,False,39.7%,Medium
699,Falling Squares,https://leetcode.com/problems/falling-squares/,False,44.7%,Hard
700,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree/,False,77.9%,Easy
701,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree/,False,74.2%,Medium
702,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/,True,71.5%,Medium
703,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/,False,56.8%,Easy
704,Binary Search,https://leetcode.com/problems/binary-search/,False,56.3%,Easy
705,Design HashSet,https://leetcode.com/problems/design-hashset/,False,67.4%,Easy
706,Design HashMap,https://leetcode.com/problems/design-hashmap/,False,64.6%,Easy
707,Design Linked List,https://leetcode.com/problems/design-linked-list/,False,27.7%,Medium
708,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/,True,34.6%,Medium
709,To Lower Case,https://leetcode.com/problems/to-lower-case/,False,82.5%,Easy
710,Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist/,False,33.5%,Hard
711,Number of Distinct Islands II,https://leetcode.com/problems/number-of-distinct-islands-ii/,True,52.1%,Hard
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,False,62.6%,Medium
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k/,False,46.0%,Medium
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,False,65.5%,Medium
715,Range Module,https://leetcode.com/problems/range-module/,False,44.6%,Hard
716,Max Stack,https://leetcode.com/problems/max-stack/,True,45.1%,Hard
717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters/,False,45.6%,Easy
718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/,False,51.2%,Medium
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,False,36.8%,Hard
720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary/,False,52.0%,Medium
721,Accounts Merge,https://leetcode.com/problems/accounts-merge/,False,56.3%,Medium
722,Remove Comments,https://leetcode.com/problems/remove-comments/,False,38.3%,Medium
723,Candy Crush,https://leetcode.com/problems/candy-crush/,True,76.6%,Medium
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index/,False,55.1%,Easy
725,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts/,False,57.3%,Medium
726,Number of Atoms,https://leetcode.com/problems/number-of-atoms/,False,52.3%,Hard
727,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence/,True,43.1%,Hard
728,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers/,False,78.0%,Easy
729,My Calendar I,https://leetcode.com/problems/my-calendar-i/,False,56.8%,Medium
730,Count Different Palindromic Subsequences,https://leetcode.com/problems/count-different-palindromic-subsequences/,False,44.5%,Hard
731,My Calendar II,https://leetcode.com/problems/my-calendar-ii/,False,55.0%,Medium
732,My Calendar III,https://leetcode.com/problems/my-calendar-iii/,False,71.5%,Hard
733,Flood Fill,https://leetcode.com/problems/flood-fill/,False,62.4%,Easy
734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity/,True,44.0%,Easy
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/,False,44.4%,Medium
736,Parse Lisp Expression,https://leetcode.com/problems/parse-lisp-expression/,False,51.5%,Hard
737,Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii/,True,49.1%,Medium
738,Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits/,False,47.4%,Medium
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures/,False,66.2%,Medium
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn/,False,56.9%,Medium
741,Cherry Pickup,https://leetcode.com/problems/cherry-pickup/,False,36.2%,Hard
742,Closest Leaf in a Binary Tree,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/,True,45.9%,Medium
743,Network Delay Time,https://leetcode.com/problems/network-delay-time/,False,52.1%,Medium
744,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,False,46.2%,Easy
745,Prefix and Suffix Search,https://leetcode.com/problems/prefix-and-suffix-search/,False,41.2%,Hard
746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs/,False,63.5%,Easy
747,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others/,False,47.3%,Easy
748,Shortest Completing Word,https://leetcode.com/problems/shortest-completing-word/,False,59.2%,Easy
749,Contain Virus,https://leetcode.com/problems/contain-virus/,False,51.0%,Hard
750,Number Of Corner Rectangles,https://leetcode.com/problems/number-of-corner-rectangles/,True,67.6%,Medium
751,IP to CIDR,https://leetcode.com/problems/ip-to-cidr/,True,54.4%,Medium
752,Open the Lock,https://leetcode.com/problems/open-the-lock/,False,55.7%,Medium
753,Cracking the Safe,https://leetcode.com/problems/cracking-the-safe/,False,55.9%,Hard
754,Reach a Number,https://leetcode.com/problems/reach-a-number/,False,42.7%,Medium
755,Pour Water,https://leetcode.com/problems/pour-water/,True,46.5%,Medium
756,Pyramid Transition Matrix,https://leetcode.com/problems/pyramid-transition-matrix/,False,52.7%,Medium
757,Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two/,False,43.9%,Hard
758,Bold Words in String,https://leetcode.com/problems/bold-words-in-string/,True,50.9%,Medium
759,Employee Free Time,https://leetcode.com/problems/employee-free-time/,True,71.8%,Hard
760,Find Anagram Mappings,https://leetcode.com/problems/find-anagram-mappings/,True,83.3%,Easy
761,Special Binary String,https://leetcode.com/problems/special-binary-string/,False,60.4%,Hard
762,Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/,False,68.2%,Easy
763,Partition Labels,https://leetcode.com/problems/partition-labels/,False,79.7%,Medium
764,Largest Plus Sign,https://leetcode.com/problems/largest-plus-sign/,False,48.2%,Medium
765,Couples Holding Hands,https://leetcode.com/problems/couples-holding-hands/,False,56.6%,Hard
766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix/,False,68.5%,Easy
767,Reorganize String,https://leetcode.com/problems/reorganize-string/,False,52.9%,Medium
768,Max Chunks To Make Sorted II,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/,False,52.8%,Hard
769,Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted/,False,58.3%,Medium
770,Basic Calculator IV,https://leetcode.com/problems/basic-calculator-iv/,False,55.2%,Hard
771,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones/,False,88.2%,Easy
772,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii/,True,49.0%,Hard
773,Sliding Puzzle,https://leetcode.com/problems/sliding-puzzle/,False,64.1%,Hard
774,Minimize Max Distance to Gas Station,https://leetcode.com/problems/minimize-max-distance-to-gas-station/,True,51.9%,Hard
775,Global and Local Inversions,https://leetcode.com/problems/global-and-local-inversions/,False,43.1%,Medium
776,Split BST,https://leetcode.com/problems/split-bst/,True,83.0%,Medium
777,Swap Adjacent in LR String,https://leetcode.com/problems/swap-adjacent-in-lr-string/,False,36.8%,Medium
778,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water/,False,59.9%,Hard
779,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar/,False,41.5%,Medium
780,Reaching Points,https://leetcode.com/problems/reaching-points/,False,32.7%,Hard
781,Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest/,False,54.5%,Medium
782,Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard/,False,51.4%,Hard
783,Minimum Distance Between BST Nodes,https://leetcode.com/problems/minimum-distance-between-bst-nodes/,False,59.3%,Easy
784,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation/,False,73.8%,Medium
785,Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite/,False,54.5%,Medium
786,K-th Smallest Prime Fraction,https://leetcode.com/problems/k-th-smallest-prime-fraction/,False,52.0%,Medium
787,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/,False,37.1%,Medium
788,Rotated Digits,https://leetcode.com/problems/rotated-digits/,False,56.6%,Medium
789,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts/,False,61.0%,Medium
790,Domino and Tromino Tiling,https://leetcode.com/problems/domino-and-tromino-tiling/,False,52.6%,Medium
791,Custom Sort String,https://leetcode.com/problems/custom-sort-string/,False,69.0%,Medium
792,Number of Matching Subsequences,https://leetcode.com/problems/number-of-matching-subsequences/,False,51.6%,Medium
793,Preimage Size of Factorial Zeroes Function,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function/,False,43.4%,Hard
794,Valid Tic-Tac-Toe State,https://leetcode.com/problems/valid-tic-tac-toe-state/,False,35.0%,Medium
795,Number of Subarrays with Bounded Maximum,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/,False,52.8%,Medium
796,Rotate String,https://leetcode.com/problems/rotate-string/,False,55.5%,Easy
797,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target/,False,82.3%,Medium
798,Smallest Rotation with Highest Score,https://leetcode.com/problems/smallest-rotation-with-highest-score/,False,50.4%,Hard
799,Champagne Tower,https://leetcode.com/problems/champagne-tower/,False,51.3%,Medium
800,Similar RGB Color,https://leetcode.com/problems/similar-rgb-color/,True,66.9%,Easy
801,Minimum Swaps To Make Sequences Increasing,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/,False,39.3%,Hard
802,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states/,False,57.3%,Medium
803,Bricks Falling When Hit,https://leetcode.com/problems/bricks-falling-when-hit/,False,34.4%,Hard
804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words/,False,82.6%,Easy
805,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average/,False,25.6%,Hard
806,Number of Lines To Write String,https://leetcode.com/problems/number-of-lines-to-write-string/,False,66.8%,Easy
807,Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline/,False,86.0%,Medium
808,Soup Servings,https://leetcode.com/problems/soup-servings/,False,43.5%,Medium
809,Expressive Words,https://leetcode.com/problems/expressive-words/,False,46.2%,Medium
810,Chalkboard XOR Game,https://leetcode.com/problems/chalkboard-xor-game/,False,56.1%,Hard
811,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count/,False,75.6%,Medium
812,Largest Triangle Area,https://leetcode.com/problems/largest-triangle-area/,False,59.9%,Easy
813,Largest Sum of Averages,https://leetcode.com/problems/largest-sum-of-averages/,False,53.0%,Medium
814,Binary Tree Pruning,https://leetcode.com/problems/binary-tree-pruning/,False,72.4%,Medium
815,Bus Routes,https://leetcode.com/problems/bus-routes/,False,45.6%,Hard
816,Ambiguous Coordinates,https://leetcode.com/problems/ambiguous-coordinates/,False,56.3%,Medium
817,Linked List Components,https://leetcode.com/problems/linked-list-components/,False,57.5%,Medium
818,Race Car,https://leetcode.com/problems/race-car/,False,43.4%,Hard
819,Most Common Word,https://leetcode.com/problems/most-common-word/,False,44.7%,Easy
820,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words/,False,60.6%,Medium
821,Shortest Distance to a Character,https://leetcode.com/problems/shortest-distance-to-a-character/,False,71.3%,Easy
822,Card Flipping Game,https://leetcode.com/problems/card-flipping-game/,False,46.0%,Medium
823,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors/,False,49.7%,Medium
824,Goat Latin,https://leetcode.com/problems/goat-latin/,False,67.9%,Easy
825,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages/,False,46.3%,Medium
826,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work/,False,45.0%,Medium
827,Making A Large Island,https://leetcode.com/problems/making-a-large-island/,False,45.0%,Hard
828,Count Unique Characters of All Substrings of a Given String,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/,False,51.6%,Hard
829,Consecutive Numbers Sum,https://leetcode.com/problems/consecutive-numbers-sum/,False,41.6%,Hard
830,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups/,False,51.9%,Easy
831,Masking Personal Information,https://leetcode.com/problems/masking-personal-information/,False,47.5%,Medium
832,Flipping an Image,https://leetcode.com/problems/flipping-an-image/,False,80.9%,Easy
833,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string/,False,53.9%,Medium
834,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree/,False,59.1%,Hard
835,Image Overlap,https://leetcode.com/problems/image-overlap/,False,63.8%,Medium
836,Rectangle Overlap,https://leetcode.com/problems/rectangle-overlap/,False,43.9%,Easy
837,New 21 Game,https://leetcode.com/problems/new-21-game/,False,45.5%,Medium
838,Push Dominoes,https://leetcode.com/problems/push-dominoes/,False,57.0%,Medium
839,Similar String Groups,https://leetcode.com/problems/similar-string-groups/,False,54.4%,Hard
840,Magic Squares In Grid,https://leetcode.com/problems/magic-squares-in-grid/,False,38.7%,Medium
841,Keys and Rooms,https://leetcode.com/problems/keys-and-rooms/,False,71.7%,Medium
842,Split Array into Fibonacci Sequence,https://leetcode.com/problems/split-array-into-fibonacci-sequence/,False,38.5%,Medium
843,Guess the Word,https://leetcode.com/problems/guess-the-word/,False,41.1%,Hard
844,Backspace String Compare,https://leetcode.com/problems/backspace-string-compare/,False,48.1%,Easy
845,Longest Mountain in Array,https://leetcode.com/problems/longest-mountain-in-array/,False,40.2%,Medium
846,Hand of Straights,https://leetcode.com/problems/hand-of-straights/,False,56.1%,Medium
847,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes/,False,60.8%,Hard
848,Shifting Letters,https://leetcode.com/problems/shifting-letters/,False,45.1%,Medium
849,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person/,False,47.7%,Medium
850,Rectangle Area II,https://leetcode.com/problems/rectangle-area-ii/,False,53.9%,Hard
851,Loud and Rich,https://leetcode.com/problems/loud-and-rich/,False,58.5%,Medium
852,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array/,False,68.9%,Medium
853,Car Fleet,https://leetcode.com/problems/car-fleet/,False,50.3%,Medium
854,K-Similar Strings,https://leetcode.com/problems/k-similar-strings/,False,40.0%,Hard
855,Exam Room,https://leetcode.com/problems/exam-room/,False,43.4%,Medium
856,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses/,False,64.6%,Medium
857,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,False,52.5%,Hard
858,Mirror Reflection,https://leetcode.com/problems/mirror-reflection/,False,63.0%,Medium
859,Buddy Strings,https://leetcode.com/problems/buddy-strings/,False,29.2%,Easy
860,Lemonade Change,https://leetcode.com/problems/lemonade-change/,False,52.9%,Easy
861,Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix/,False,74.9%,Medium
862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/,False,26.0%,Hard
863,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,False,62.4%,Medium
864,Shortest Path to Get All Keys,https://leetcode.com/problems/shortest-path-to-get-all-keys/,False,45.6%,Hard
865,Smallest Subtree with all the Deepest Nodes,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,False,69.0%,Medium
866,Prime Palindrome,https://leetcode.com/problems/prime-palindrome/,False,25.8%,Medium
867,Transpose Matrix,https://leetcode.com/problems/transpose-matrix/,False,64.6%,Easy
868,Binary Gap,https://leetcode.com/problems/binary-gap/,False,62.3%,Easy
869,Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2/,False,63.4%,Medium
870,Advantage Shuffle,https://leetcode.com/problems/advantage-shuffle/,False,51.9%,Medium
871,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops/,False,39.8%,Hard
872,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees/,False,67.7%,Easy
873,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/,False,48.3%,Medium
874,Walking Robot Simulation,https://leetcode.com/problems/walking-robot-simulation/,False,39.1%,Medium
875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/,False,51.8%,Medium
876,Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list/,False,75.9%,Easy
877,Stone Game,https://leetcode.com/problems/stone-game/,False,69.9%,Medium
878,Nth Magical Number,https://leetcode.com/problems/nth-magical-number/,False,35.3%,Hard
879,Profitable Schemes,https://leetcode.com/problems/profitable-schemes/,False,49.5%,Hard
880,Decoded String at Index,https://leetcode.com/problems/decoded-string-at-index/,False,28.4%,Medium
881,Boats to Save People,https://leetcode.com/problems/boats-to-save-people/,False,55.8%,Medium
882,Reachable Nodes In Subdivided Graph,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/,False,50.0%,Hard
883,Projection Area of 3D Shapes,https://leetcode.com/problems/projection-area-of-3d-shapes/,False,71.4%,Easy
884,Uncommon Words from Two Sentences,https://leetcode.com/problems/uncommon-words-from-two-sentences/,False,66.4%,Easy
885,Spiral Matrix III,https://leetcode.com/problems/spiral-matrix-iii/,False,73.7%,Medium
886,Possible Bipartition,https://leetcode.com/problems/possible-bipartition/,False,50.1%,Medium
887,Super Egg Drop,https://leetcode.com/problems/super-egg-drop/,False,27.2%,Hard
888,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap/,False,60.8%,Easy
889,Construct Binary Tree from Preorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,False,71.1%,Medium
890,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern/,False,77.4%,Medium
891,Sum of Subsequence Widths,https://leetcode.com/problems/sum-of-subsequence-widths/,False,36.8%,Hard
892,Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes/,False,64.2%,Easy
893,Groups of Special-Equivalent Strings,https://leetcode.com/problems/groups-of-special-equivalent-strings/,False,71.1%,Medium
894,All Possible Full Binary Trees,https://leetcode.com/problems/all-possible-full-binary-trees/,False,80.0%,Medium
895,Maximum Frequency Stack,https://leetcode.com/problems/maximum-frequency-stack/,False,66.6%,Hard
896,Monotonic Array,https://leetcode.com/problems/monotonic-array/,False,58.4%,Easy
897,Increasing Order Search Tree,https://leetcode.com/problems/increasing-order-search-tree/,False,78.3%,Easy
898,Bitwise ORs of Subarrays,https://leetcode.com/problems/bitwise-ors-of-subarrays/,False,37.4%,Medium
899,Orderly Queue,https://leetcode.com/problems/orderly-queue/,False,66.1%,Hard
900,RLE Iterator,https://leetcode.com/problems/rle-iterator/,False,59.4%,Medium
901,Online Stock Span,https://leetcode.com/problems/online-stock-span/,False,65.3%,Medium
902,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/,False,41.5%,Hard
903,Valid Permutations for DI Sequence,https://leetcode.com/problems/valid-permutations-for-di-sequence/,False,57.7%,Hard
904,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets/,False,43.7%,Medium
905,Sort Array By Parity,https://leetcode.com/problems/sort-array-by-parity/,False,75.5%,Easy
906,Super Palindromes,https://leetcode.com/problems/super-palindromes/,False,38.9%,Hard
907,Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums/,False,35.6%,Medium
908,Smallest Range I,https://leetcode.com/problems/smallest-range-i/,False,68.4%,Easy
909,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/,False,45.0%,Medium
910,Smallest Range II,https://leetcode.com/problems/smallest-range-ii/,False,35.4%,Medium
911,Online Election,https://leetcode.com/problems/online-election/,False,52.2%,Medium
912,Sort an Array,https://leetcode.com/problems/sort-an-array/,False,59.1%,Medium
913,Cat and Mouse,https://leetcode.com/problems/cat-and-mouse/,False,34.7%,Hard
914,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/,False,30.9%,Easy
915,Partition Array into Disjoint Intervals,https://leetcode.com/problems/partition-array-into-disjoint-intervals/,False,48.5%,Medium
916,Word Subsets,https://leetcode.com/problems/word-subsets/,False,53.6%,Medium
917,Reverse Only Letters,https://leetcode.com/problems/reverse-only-letters/,False,62.4%,Easy
918,Maximum Sum Circular Subarray,https://leetcode.com/problems/maximum-sum-circular-subarray/,False,43.1%,Medium
